host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
100%,65%,f,2.0,2.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38643258278265,2.181478771466412,Private room in rental unit,Private room,2,1.0,1.0,$69.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,16,46,76,351,1,1,1,94,0,6,414.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f,2,1.0
100%,100%,f,1.0,1.0,t,Sant Antoni,41.37634,2.15172,Private room in rental unit,Private room,2,1.0,1.0,$87.00,1,6,1.0,1.0,6.0,6.0,1.0,6.0,16,28,58,330,2,2,2,74,0,12,1044.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,2.0
100%,100%,f,40.0,85.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38783401037452,2.175116570580918,Entire rental unit,Entire home/apt,2,1.0,1.0,$71.00,32,1125,32.0,120.0,1125.0,1125.0,112.4,1125.0,8,38,68,343,0,0,0,86,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,40,1.6996607294317219
100%,92%,f,118.0,133.0,t,la Maternitat i Sant Ramon,41.38149,2.12795,Entire rental unit,Entire home/apt,5,2.0,4.0,$200.00,1,1125,1.0,3.0,3.0,1125.0,2.3,1040.0,30,60,90,365,7,7,3,109,0,42,8400.0,3.0,3.86,3.0,3.29,3.86,4.14,3.29,f,85,4.2
93%,100%,f,1.0,1.0,t,el GuinardÃ³,41.41805,2.17058,Entire rental unit,Entire home/apt,7,2.0,4.0,$129.00,1,365,1.0,5.0,365.0,365.0,1.1,365.0,12,42,72,347,11,11,8,91,0,66,8514.0,4.45,4.45,4.55,4.45,4.82,4.55,4.36,t,1,7.5
99%,94%,f,282.0,428.0,t,les Corts,41.388694,2.136818,Entire rental unit,Entire home/apt,4,2.0,3.0,$97.00,1,365,1.0,5.0,365.0,365.0,4.3,365.0,2,12,26,271,3,3,2,27,0,18,1746.0,5.0,5.0,5.0,4.33,4.0,5.0,4.33,t,130,2.2
100%,92%,f,118.0,133.0,t,el CongrÃ©s i els Indians,41.424267356996914,2.1779145311413663,Entire rental unit,Entire home/apt,5,3.0,2.5225657894736844,$115.00,33,1125,33.0,33.0,1125.0,1125.0,33.0,1125.0,14,44,74,187,0,0,0,93,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,85,1.6996607294317219
99%,98%,f,140.0,178.0,t,el Camp de l'Arpa del Clot,41.40805,2.18171,Entire rental unit,Entire home/apt,5,2.0,3.0,"$1,190.00",1,1125,1.0,3.0,2.0,1125.0,1.7,376.3,0,16,46,227,0,0,0,65,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,101,1.6996607294317219
99%,98%,f,140.0,178.0,t,la Dreta de l'Eixample,41.39721,2.16139,Entire rental unit,Entire home/apt,4,2.0,2.0,$207.00,1,1125,1.0,3.0,2.0,1125.0,1.7,314.0,2,9,33,171,5,5,3,43,0,30,6210.0,4.8,5.0,5.0,5.0,5.0,5.0,4.8,f,101,3.49
100%,100%,f,3.0,3.0,t,la Marina de Port,41.36313,2.13881,Private room in rental unit,Private room,1,1.0,1.0,$29.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,9,39,69,159,0,0,0,88,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,3,1.6996607294317219
100%,100%,f,3.0,3.0,t,la Marina de Port,41.36126,2.13877,Private room in rental unit,Private room,1,1.0,1.0,$20.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,20,20,45,135,0,0,0,64,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,3,1.6996607294317219
99%,99%,f,24.0,33.0,t,el Barri GÃ²tic,41.38617,2.17574,Private room in rental unit,Private room,4,1.0,6.0,$114.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,12,28,28,195,4,4,2,28,0,24,2736.0,4.5,4.5,4.5,4.75,4.75,4.5,4.25,t,24,2.79
85%,100%,f,2.0,2.0,t,la Barceloneta,41.37945,2.18771,Entire home,Entire home/apt,5,1.0,1.0,$165.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,11,34,64,332,4,4,3,83,0,24,3960.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,3.64
100%,89%,f,1.0,1.0,t,la Nova Esquerra de l'Eixample,41.38231,2.15769,Entire rental unit,Entire home/apt,4,2.0,1.0,$185.00,32,365,2.0,32.0,365.0,365.0,12.5,365.0,18,48,78,247,1,1,1,96,0,64,11840.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,f,1,1.0
92%,99%,f,77.0,131.0,t,Sant Antoni,41.3804459,2.1627471,Entire rental unit,Entire home/apt,6,3.0,3.0,$410.00,1,1125,1.0,4.0,14.0,1125.0,3.1,662.3,17,45,75,350,3,3,3,93,0,18,7380.0,5.0,4.67,5.0,5.0,4.67,5.0,5.0,t,75,3.0
92%,99%,f,77.0,131.0,t,Sant Antoni,41.3804459,2.1627471,Entire rental unit,Entire home/apt,6,3.0,3.0,"$1,153.00",1,1125,6.0,6.0,14.0,1125.0,6.0,662.3,0,0,0,152,0,0,0,0,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,75,1.6996607294317219
91%,64%,f,47.0,50.0,t,la Sagrada FamÃ­lia,41.41072,2.17528,Entire rental unit,Entire home/apt,4,2.0,2.0,$94.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,14,24,43,318,0,0,0,61,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,44,1.6996607294317219
97%,36%,f,58.0,69.0,t,el Putxet i el FarrÃ³,41.41008,2.13774,Entire rental unit,Entire home/apt,7,4.0,6.0,$111.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,0,0,225,0,0,0,0,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,55,1.6996607294317219
83%,28%,f,426.0,618.0,t,Hostafrancs,41.37623,2.14184,Entire rental unit,Entire home/apt,12,6.0,10.0,"$2,000.00",1,330,1.0,1.0,330.0,330.0,1.0,330.0,29,59,89,364,0,0,0,108,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,413,1.6996607294317219
100%,100%,f,1.0,2.0,t,el Poble Sec,41.37478,2.16899,Entire rental unit,Entire home/apt,6,3.0,3.0,$170.00,1,365,1.0,2.0,2.0,1125.0,1.0,1091.8,5,5,5,5,1,1,0,5,0,6,1020.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,0.59
95%,98%,f,22.0,26.0,t,el Camp de l'Arpa del Clot,41.40894,2.18338,Entire rental unit,Entire home/apt,5,2.0,2.0,$189.00,3,365,1.0,99.0,365.0,365.0,54.6,365.0,1,18,48,323,0,0,0,67,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,22,1.6996607294317219
98%,99%,f,2.0,2.0,t,la Sagrera,41.42441872478671,2.186115346991255,Private room in rental unit,Private room,1,1.0,1.0,$36.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,2,11,35,252,8,8,7,35,0,48,1728.0,5.0,4.75,5.0,4.88,4.88,4.75,4.75,f,2,7.27
100%,100%,f,8.0,9.0,t,el Raval,41.37966,2.17164,Private room in rental unit,Private room,2,1.0,1.0,$78.00,2,7,1.0,2.0,7.0,7.0,2.0,7.0,8,36,53,53,1,1,0,53,0,6,468.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,f,8,0.7
100%,99%,f,10.0,10.0,t,la Sagrada FamÃ­lia,41.4023371,2.1750618,Entire rental unit,Entire home/apt,2,0.0,1.0,$179.00,1,365,2.0,5.0,365.0,365.0,3.5,365.0,19,46,76,351,4,4,2,94,0,24,4296.0,4.25,4.0,4.75,4.5,4.25,4.75,4.5,t,8,3.33
100%,99%,f,10.0,10.0,t,la Sagrada FamÃ­lia,41.4023371,2.1750618,Entire rental unit,Entire home/apt,3,1.0,1.0,$165.00,1,365,2.0,5.0,365.0,365.0,3.1,365.0,16,39,68,343,7,7,4,86,0,42,6930.0,4.86,4.71,4.86,4.71,4.86,5.0,4.57,t,8,5.68
100%,99%,f,10.0,10.0,t,la Sagrada FamÃ­lia,41.4023371,2.1750618,Entire rental unit,Entire home/apt,5,1.0,1.0,$217.00,1,365,2.0,5.0,365.0,365.0,2.9,365.0,22,52,82,357,2,2,0,100,0,12,2604.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,8,1.71
53%,60%,f,3.0,3.0,f,el Raval,41.37830721902901,2.1683837935845656,Private room in rental unit,Private room,2,0.0,1.0,$91.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,13,41,71,346,1,1,1,89,0,6,546.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,f,3,1.0
53%,60%,f,3.0,3.0,f,el Raval,41.37834,2.16866,Private room in rental unit,Private room,2,0.0,1.0,$108.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,12,42,72,347,1,1,1,90,0,6,648.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,1.0
100%,100%,f,11.0,17.0,f,"Sant Pere, Santa Caterina i la Ribera",41.38597090398108,2.1816254116477087,Private room in rental unit,Private room,2,1.0,1.0,$72.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,11,11,11,56,1,1,1,11,0,6,432.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,11,1.0
83%,28%,f,426.0,618.0,t,el Barri GÃ²tic,41.38134,2.17587,Entire rental unit,Entire home/apt,2,1.0,1.0,$250.00,1,330,1.0,1.0,330.0,330.0,1.0,330.0,30,60,90,165,0,0,0,108,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,413,1.6996607294317219
83%,28%,f,426.0,618.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38866,2.17539,Entire rental unit,Entire home/apt,16,15.0,20.0,"$2,500.00",1,330,1.0,1.0,330.0,330.0,1.0,330.0,0,1,1,147,0,0,0,1,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,413,1.6996607294317219
100%,100%,f,54.0,61.0,t,el Barri GÃ²tic,41.38309,2.17726,Entire rental unit,Entire home/apt,2,1.0,2.0,$59.00,1,365,32.0,32.0,999.0,999.0,32.0,999.0,0,2,10,236,1,1,1,10,0,6,354.0,2.0,2.0,3.0,2.0,3.0,5.0,1.0,t,39,1.0
88%,99%,t,2.0,15.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38918739436304,2.178858123003632,Entire rental unit,Entire home/apt,2,1.0,2.0,$108.00,32,365,7.0,32.0,365.0,365.0,31.0,365.0,10,27,27,27,2,2,1,27,0,128,13824.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,1.87
97%,88%,t,10.0,19.0,t,el Poble Sec,41.374566390079806,2.16495510423486,Entire rental unit,Entire home/apt,5,4.0,4.0,$90.00,31,300,31.0,31.0,300.0,300.0,31.0,300.0,0,0,0,226,1,1,1,0,0,62,5580.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,10,1.0
97%,99%,f,2.0,3.0,t,el Raval,41.3788266,2.1716362,Private room in rental unit,Private room,2,1.0,1.0,$64.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,3,9,34,291,5,5,5,52,0,30,1920.0,5.0,4.8,4.8,5.0,5.0,4.8,4.8,t,2,5.0
97%,99%,f,2.0,3.0,t,el Raval,41.3788266,2.1716362,Private room in rental unit,Private room,2,1.0,1.0,$72.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,3,18,47,322,5,5,5,65,0,30,2160.0,4.8,5.0,4.8,5.0,5.0,4.8,5.0,t,2,5.0
100%,100%,f,2.0,2.0,t,la Barceloneta,41.37922,2.19144,Entire rental unit,Entire home/apt,2,1.0,1.0,$140.00,2,365,1.0,3.0,365.0,365.0,2.0,365.0,8,35,65,65,1,1,1,65,0,6,840.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1.0
100%,99%,f,10.0,10.0,t,la Sagrada FamÃ­lia,41.4023371,2.1750618,Entire rental unit,Entire home/apt,3,0.0,2.0,$158.00,1,365,1.0,5.0,365.0,365.0,3.7,365.0,12,25,49,324,1,1,1,67,0,6,948.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,8,1.0
100%,99%,f,10.0,10.0,t,la Sagrada FamÃ­lia,41.4023371,2.1750618,Entire rental unit,Entire home/apt,4,1.0,2.0,$202.00,1,365,1.0,3.0,365.0,365.0,2.8,365.0,22,52,82,357,10,10,7,100,0,60,12120.0,4.9,5.0,4.7,5.0,5.0,4.9,4.9,t,8,7.14
90%,100%,f,1.0,4.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38982829738381,2.180416572185728,Entire rental unit,Entire home/apt,4,2.0,3.0,$357.00,32,365,5.0,32.0,365.0,365.0,31.6,365.0,6,6,6,6,2,2,1,6,0,128,45696.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1.67
99%,100%,f,17.0,20.0,f,la Nova Esquerra de l'Eixample,41.38732,2.14937,Private room in rental unit,Private room,2,1.0,1.0,$63.00,1,365,1.0,3.0,365.0,365.0,1.1,365.0,12,31,61,336,3,3,2,80,0,18,1134.0,3.67,3.33,4.0,3.33,4.0,4.0,3.0,t,15,2.05
99%,100%,f,17.0,20.0,f,la Nova Esquerra de l'Eixample,41.38655,2.14752,Private room in rental unit,Private room,1,1.0,1.0,$37.00,1,365,1.0,3.0,365.0,365.0,1.1,365.0,7,19,29,304,2,2,1,48,0,12,444.0,3.5,4.5,4.0,4.5,4.5,4.0,4.5,t,15,1.3
99%,100%,f,17.0,20.0,f,Sant Antoni,41.37604691019004,2.165589071355996,Private room in rental unit,Private room,2,1.0,1.0,$60.00,1,365,1.0,3.0,365.0,365.0,1.1,365.0,21,45,74,349,2,2,0,92,0,12,720.0,3.0,3.0,4.5,3.0,3.0,3.5,3.0,t,15,1.33
100%,94%,f,2.0,2.0,t,la Verneda i la Pau,41.42433990312383,2.2025607169564245,Private room in rental unit,Private room,1,1.0,1.0,$41.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,6,25,55,330,5,5,5,74,0,30,1230.0,4.8,5.0,4.8,4.8,5.0,5.0,5.0,f,2,5.0
100%,100%,f,8.0,23.0,t,la Nova Esquerra de l'Eixample,41.37902815235768,2.15059093880209,Entire rental unit,Entire home/apt,2,1.0,1.0,$153.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,22,52,82,357,2,2,1,101,0,12,1836.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,f,7,1.43
100%,100%,f,2.0,2.0,t,l'Antiga Esquerra de l'Eixample,41.39036,2.15226,Entire rental unit,Entire home/apt,4,2.0,2.0,$72.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,2,12,27,253,0,0,0,27,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,2,1.6996607294317219
99%,98%,f,324.0,354.0,t,la Nova Esquerra de l'Eixample,41.38461,2.14412,Private room in rental unit,Private room,2,1.0,1.0,$62.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,13,43,313,0,0,0,62,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,49,1.6996607294317219
99%,98%,f,324.0,354.0,t,les Corts,41.38646508642816,2.1422005003304974,Private room in rental unit,Private room,2,1.0,1.0,$62.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,0,3,278,0,0,0,22,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,49,1.6996607294317219
100%,100%,f,1.0,2.0,f,el GuinardÃ³,41.41317433931119,2.1730139325662208,Private room in bed and breakfast,Private room,2,1.0,1.0,$53.00,1,32,1.0,3.0,32.0,32.0,1.0,32.0,8,15,22,22,0,0,0,22,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,1,1.6996607294317219
99%,98%,f,324.0,354.0,t,la Nova Esquerra de l'Eixample,41.38645097747369,2.144345786272132,Private room in rental unit,Private room,2,1.0,1.0,$62.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,10,38,66,341,0,0,0,85,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,49,1.6996607294317219
99%,98%,f,324.0,354.0,t,les Corts,41.3858637450057,2.14226248152192,Private room in rental unit,Private room,2,1.0,1.0,$62.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,9,39,314,0,0,0,58,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,49,1.6996607294317219
100%,79%,f,2.0,2.0,t,Sant MartÃ­ de ProvenÃ§als,41.41817929791759,2.200130029307616,Private room in rental unit,Private room,2,1.0,1.0,$92.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,8,31,61,336,2,2,2,80,0,12,1104.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2.0
100%,83%,t,3.0,3.0,t,el Fort Pienc,41.4000886,2.1757934,Entire rental unit,Entire home/apt,4,4.0,4.0,$127.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,0,0,269,0,0,0,12,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,1,1.6996607294317219
85%,94%,f,3.0,3.0,t,la Vila de GrÃ cia,41.4031,2.15875,Private room in rental unit,Private room,2,1.0,1.0,$56.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,2,27,221,0,0,0,33,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,3,1.6996607294317219
99%,63%,f,38.0,116.0,t,Sant Gervasi - Galvany,41.39611,2.14446,Entire rental unit,Entire home/apt,2,1.0,2.0,$98.00,2,365,2.0,3.0,4.0,365.0,2.0,360.1,2,6,21,252,0,0,0,34,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,28,1.6996607294317219
100%,100%,f,54.0,61.0,t,les Corts,41.3858754,2.1384836,Entire rental unit,Entire home/apt,6,2.0,5.0,$156.00,1,365,2.0,31.0,999.0,999.0,22.3,999.0,1,11,35,51,1,1,1,51,0,6,936.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,t,39,1.0
99%,99%,f,113.0,176.0,t,Sant Antoni,41.37677,2.16468,Entire rental unit,Entire home/apt,5,3.0,5.0,$129.00,32,365,32.0,365.0,999.0,999.0,323.9,999.0,0,28,58,333,0,0,0,76,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,66,1.6996607294317219
59%,64%,f,6.0,10.0,t,l'Antiga Esquerra de l'Eixample,41.38681,2.1582,Entire rental unit,Entire home/apt,7,4.0,5.0,$168.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,3,12,39,254,3,3,3,46,0,18,3024.0,5.0,4.67,4.67,5.0,4.67,4.67,4.67,f,6,3.0
100%,99%,f,25.0,35.0,t,Sant Gervasi - la Bonanova,41.40478,2.1301,Entire rental unit,Entire home/apt,8,4.0,6.0,$213.00,1,365,1.0,5.0,999.0,999.0,1.4,999.0,17,18,48,297,1,1,1,60,0,6,1278.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,f,25,1.0
100%,99%,t,11.0,16.0,t,la Sagrada FamÃ­lia,41.40478335231136,2.179824356354436,Entire rental unit,Entire home/apt,2,1.0,1.0,$88.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,6,20,50,325,0,0,0,68,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,11,1.6996607294317219
99%,97%,t,7.0,11.0,t,les Corts,41.38816320000001,2.1354145,Entire rental unit,Entire home/apt,6,2.0,2.0,$153.00,1,28,1.0,1.0,28.0,28.0,1.0,28.0,16,41,71,346,3,3,3,90,0,18,2754.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,6,3.0
100%,95%,f,2.0,3.0,t,el Barri GÃ²tic,41.38383483694818,2.1754281943447347,Private room in rental unit,Private room,1,1.0,1.0,$55.00,2,32,2.0,2.0,32.0,32.0,2.0,32.0,26,56,86,86,1,1,0,86,0,6,330.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0.83
97%,99%,f,904.0,966.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38698369891418,2.1755271440536625,Entire rental unit,Entire home/apt,8,4.0,5.0,$165.00,31,330,31.0,31.0,330.0,330.0,31.0,330.0,1,7,37,277,0,0,0,55,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,514,1.6996607294317219
99%,99%,f,24.0,33.0,t,les Corts,41.388,2.13635,Private room in rental unit,Private room,2,1.0,2.0,$61.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,7,24,24,221,2,2,1,24,0,12,732.0,3.5,3.5,3.0,4.5,3.0,3.0,3.0,t,24,1.4
100%,92%,f,4.0,9.0,t,el Raval,41.38077793786137,2.16809056699276,Entire rental unit,Entire home/apt,2,1.0,1.0,$84.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,7,26,56,327,1,1,1,71,0,6,504.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,1.0
97%,99%,f,2.0,4.0,t,l'Antiga Esquerra de l'Eixample,41.38467973416688,2.155354302594929,Private room in rental unit,Private room,2,1.0,1.0,$88.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,12,36,66,115,4,4,4,84,0,24,2112.0,5.0,4.67,4.67,4.67,5.0,4.67,5.0,t,2,4.0
99%,99%,t,20.0,29.0,t,la Dreta de l'Eixample,41.3889,2.16649,Entire rental unit,Entire home/apt,4,2.0,1.0,$407.00,1,365,2.0,4.0,365.0,365.0,3.7,365.0,14,44,74,349,3,3,2,92,0,18,7326.0,4.67,5.0,4.67,5.0,4.67,5.0,5.0,t,7,2.05
99%,41%,f,31.0,131.0,t,ProvenÃ§als del Poblenou,41.41198830110398,2.2089354856902155,Entire rental unit,Entire home/apt,2,1.0,2.0,$149.00,32,365,4.0,32.0,365.0,365.0,31.1,365.0,14,14,14,152,0,0,0,14,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,31,1.6996607294317219
99%,98%,f,140.0,178.0,t,el Camp de l'Arpa del Clot,41.40988,2.18234,Entire rental unit,Entire home/apt,4,1.0,2.0,$66.00,1,1125,1.0,2.0,2.0,1125.0,1.7,419.2,0,0,19,239,0,0,0,38,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,101,1.6996607294317219
99%,98%,f,140.0,178.0,t,el Camp de l'Arpa del Clot,41.40965,2.18221,Entire rental unit,Entire home/apt,4,1.0,2.0,$66.00,1,1125,1.0,2.0,2.0,1125.0,1.8,215.2,20,50,80,300,0,0,0,99,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,101,1.6996607294317219
83%,28%,f,426.0,618.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38713,2.17743,Entire rental unit,Entire home/apt,16,12.0,16.0,"$2,000.00",1,330,1.0,1.0,330.0,330.0,1.0,330.0,0,1,1,138,0,0,0,1,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,413,1.6996607294317219
99%,98%,f,140.0,178.0,t,el Camp de l'Arpa del Clot,41.40831,2.18233,Entire rental unit,Entire home/apt,4,1.0,2.0,"$1,130.00",1,1125,1.0,2.0,2.0,1125.0,1.7,407.4,0,0,23,243,0,0,0,42,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,101,1.6996607294317219
99%,98%,f,324.0,354.0,t,el Poblenou,41.3998246,2.2059995,Private room in rental unit,Private room,2,1.0,1.0,$62.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,13,43,318,0,0,0,61,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,49,1.6996607294317219
99%,98%,f,324.0,354.0,t,el Poblenou,41.40096521418155,2.2051246475944764,Private room in rental unit,Private room,2,1.0,1.0,$62.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,0,0,199,0,0,0,0,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,49,1.6996607294317219
99%,98%,f,324.0,354.0,t,el Poblenou,41.40073661881567,2.206321744839613,Private room in rental unit,Private room,1,1.0,1.0,$62.00,60,365,60.0,60.0,365.0,365.0,60.0,365.0,30,60,90,365,0,0,0,108,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,49,1.6996607294317219
99%,98%,f,324.0,354.0,t,el Poblenou,41.3988,2.20621,Private room in rental unit,Private room,2,1.0,1.0,$62.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,0,13,43,318,0,0,0,61,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,49,1.6996607294317219
100%,99%,f,10.0,10.0,t,la Sagrada FamÃ­lia,41.40125,2.17412,Entire rental unit,Entire home/apt,3,1.0,2.0,$101.00,31,365,31.0,31.0,365.0,365.0,31.0,365.0,23,53,83,358,0,0,0,101,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,t,8,1.6996607294317219
